id,voteStatus,stage,roundName,votingStartDate,votingEndDate,votingOpenedAt,selectedFormation,winners,formations,id.1,venueName,venueCity,venueId,date,homeSquadId,awaySquadId,homeSquadName,awaySquadName,homeSquadAbbr,awaySquadAbbr,homeScore,awayScore,groupName,matchDay,goal_diff,rank,team_id,Team,TeamAbbr,Goals,Assists,Attempts_at_goal,Attempts_on_target,Off_Target_Attempts,Attempts_at_goal_conversionrate(%),Attempts_Inside_PenaltyArea,Attemps_Outside_PenaltyArea,Headed_Attemps_at_Goal,xG,xG_Efficiency,Corners,Possession_Control(%)
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,26,Sofi Stadium,"Inglewood, California",4,2026-06-18T20:00:00+01:00,99,6,Switzerland,Bosnia and Herzegovina,SUI,BIH,4,1,B,2,3,8,99,Switzerland,SUI,10,6,74,30,28,14,50,24,7,9.59,1.04,28,49
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,27,Bc Place,Vancouver,8,2026-06-18T23:00:00+01:00,9,60,Canada,Qatar,CAN,QAT,6,0,B,2,6,6,9,Colombia,CAN,5,5,94,31,40,5,55,39,13,7.32,0.68,24,53
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,28,Estadio Akron,Guadalajara,2,2026-06-19T02:00:00+01:00,52,51,Mexico,Korea Republic,MEX,KOR,1,0,A,2,1,11,52,Mexico,MEX,10,7,70,21,32,14,44,26,13,8.1,1.23,19,48
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,29,Lumen Field,"Seattle, Washington",14,2026-06-19T20:00:00+01:00,111,3,USA,Australia,USA,AUS,2,0,D,2,2,18,111,USA,USA,11,4,59,19,24,19,47,12,12,6.37,1.73,26,52
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,30,Gillette Stadium,"Foxborough, Massachusetts",7,2026-06-19T23:00:00+01:00,90,53,Scotland,Morocco,SCO,MAR,0,1,C,2,-1,40,90,Scotland,SCO,1,0,29,7,12,3,23,6,6,2.34,0.43,12,41
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,31,Lincoln Financial Field,"Philadelphia, Pennsylvania",11,2026-06-20T01:30:00+01:00,7,46,Brazil,Haiti,BRA,HAI,3,0,C,2,3,10,7,Brazil,BRA,10,8,73,29,24,14,50,23,11,10.88,0.92,27,48
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,32,Levi's Stadium,"Santa Clara, California",5,2026-06-20T04:00:00+01:00,109,58,Türkiye,Paraguay,TUR,PAR,0,1,D,2,-1,45,109,Tunisia,TUR,2,2,18,6,8,11,6,12,4,1.12,1.78,9,36
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,33,Nrg Stadium,"Houston, Texas",9,2026-06-20T18:00:00+01:00,54,98,Netherlands,Sweden,NED,SWE,5,1,F,2,4,23,54,Netherlands,NED,11,10,46,22,15,24,35,11,14,5,2.2,18,50
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,34,Bmo Field,Toronto,3,2026-06-20T21:00:00+01:00,20,12,Germany,Côte d'Ivoire,GER,CIV,2,1,E,2,1,8,20,Germany,GER,11,10,74,28,26,15,48,26,12,8.64,1.27,34,56
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,35,Geha Field At Arrowhead Stadium,"Kansas City, Missouri",16,2026-06-21T01:00:00+01:00,16,14,Ecuador,Curaçao,ECU,CUW,0,0,E,2,0,19,16,Ecuador,ECU,2,2,53,20,26,4,35,18,12,5.88,0.34,25,52
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,36,Estadio Bbva,Guadalupe,12,2026-06-21T05:00:00+01:00,108,49,Tunisia,Japan,TUN,JPN,0,4,F,2,-4,11,108,Turkiye,TUN,3,2,70,14,35,4,37,33,7,5.5,0.55,22,58
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,37,Mercedes-benz Stadium,"Atlanta, Georgia",13,2026-06-21T17:00:00+01:00,97,89,Spain,Saudi Arabia,ESP,KSA,4,0,H,2,4,1,97,Spain,ESP,14,10,140,54,59,10,79,61,22,17.48,0.8,54,58
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,38,Sofi Stadium,"Inglewood, California",4,2026-06-21T20:00:00+01:00,5,47,Belgium,IR Iran,BEL,IRN,0,0,G,2,0,5,5,Belgium,BEL,14,10,112,35,43,13,74,38,16,10.62,1.32,24,46
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,39,Hard Rock Stadium,"Miami Gardens, Florida",15,2026-06-21T23:00:00+01:00,110,8,Uruguay,Cabo Verde,URU,CPV,2,2,H,2,0,20,110,Uruguay,URU,3,1,49,13,25,6,27,22,15,3.95,0.76,26,51
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,40,Bc Place,Vancouver,8,2026-06-22T02:00:00+01:00,55,17,New Zealand,Egypt,NZL,EGY,1,3,G,2,-2,37,55,New Zealand,NZL,4,3,31,15,8,13,19,12,6,2.48,1.62,10,42
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,41,At&t Stadium,"Arlington, Texas",10,2026-06-22T18:00:00+01:00,2,4,Argentina,Austria,ARG,AUT,2,0,J,2,2,4,2,Argentina,ARG,19,12,115,46,49,17,66,49,22,15.45,1.23,41,53
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,42,Lincoln Financial Field,"Philadelphia, Pennsylvania",11,2026-06-22T22:00:00+01:00,19,48,France,Iraq,FRA,IRQ,3,0,I,2,3,2,19,France,FRA,20,18,139,59,59,14,77,62,10,16.78,1.19,51,51
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,43,Metlife Stadium,"East Rutherford, New Jersey",6,2026-06-23T01:00:00+01:00,56,95,Norway,Senegal,NOR,SEN,3,2,I,2,1,16,56,Norway,NOR,13,10,65,30,25,20,52,13,13,9.93,1.31,29,49
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,44,Levi's Stadium,"Santa Clara, California",5,2026-06-23T04:00:00+01:00,50,1,Jordan,Algeria,JOR,ALG,1,2,J,2,-1,42,50,Jordan,JOR,3,3,24,9,9,13,13,11,3,1.87,1.6,6,29
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,45,Nrg Stadium,"Houston, Texas",9,2026-06-23T18:00:00+01:00,59,112,Portugal,Uzbekistan,POR,UZB,5,0,K,2,5,17,59,Portugal,POR,8,4,62,17,31,13,40,22,8,6.39,1.25,22,53
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,46,Gillette Stadium,"Foxborough, Massachusetts",7,2026-06-23T21:00:00+01:00,18,21,England,Ghana,ENG,GHA,0,0,L,2,0,3,18,England,ENG,20,14,118,52,40,17,88,30,27,15.03,1.33,40,50
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,47,Bmo Field,Toronto,3,2026-06-24T00:00:00+01:00,57,13,Panama,Croatia,PAN,CRO,0,1,L,2,-1,34,57,Panama,PAN,0,0,32,7,16,0,20,12,5,2.19,0,12,42
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,48,Estadio Akron,Guadalajara,2,2026-06-24T03:00:00+01:00,10,11,Colombia,Congo DR,COL,COD,1,0,K,2,1,27,10,Congo DR,COL,5,3,41,10,25,12,18,23,5,3.71,1.35,13,37
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,49,Bc Place,Vancouver,8,2026-06-24T20:00:00+01:00,99,9,Switzerland,Canada,SUI,CAN,2,1,B,3,1,8,99,Switzerland,SUI,10,6,74,30,28,14,50,24,7,9.59,1.04,28,49
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,50,Lumen Field,"Seattle, Washington",14,2026-06-24T20:00:00+01:00,6,60,Bosnia and Herzegovina,Qatar,BIH,QAT,3,1,B,3,2,29,6,Bosnia and Herzegovina,BIH,5,3,37,14,14,14,16,21,5,2.04,2.45,15,40
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,52,Mercedes-benz Stadium,"Atlanta, Georgia",13,2026-06-24T23:00:00+01:00,53,46,Morocco,Haiti,MAR,HAI,4,2,C,3,2,13,53,Morocco,MAR,10,9,69,26,23,14,39,30,10,6.57,1.52,30,53
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,51,Hard Rock Stadium,"Miami Gardens, Florida",15,2026-06-24T23:00:00+01:00,90,7,Scotland,Brazil,SCO,BRA,0,3,C,3,-3,40,90,Scotland,SCO,1,0,29,7,12,3,23,6,6,2.34,0.43,12,41
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,53,Estadio Banorte,Mexico City,1,2026-06-25T02:00:00+01:00,15,52,Czechia,Mexico,CZE,MEX,0,3,A,3,-3,33,15,Czechia,CZE,2,2,34,8,15,6,22,12,10,2.44,0.82,15,37
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,54,Estadio Bbva,Guadalupe,12,2026-06-25T02:00:00+01:00,96,51,South Africa,Korea Republic,RSA,KOR,1,0,A,3,1,28,96,South Africa,RSA,2,1,39,11,18,5,13,26,5,2.48,0.8,11,46
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,55,Metlife Stadium,"East Rutherford, New Jersey",6,2026-06-25T21:00:00+01:00,16,20,Ecuador,Germany,ECU,GER,2,1,E,3,1,19,16,Ecuador,ECU,2,2,53,20,26,4,35,18,12,5.88,0.34,25,52
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,56,Lincoln Financial Field,"Philadelphia, Pennsylvania",11,2026-06-25T21:00:00+01:00,14,12,Curaçao,Côte d'Ivoire,CUW,CIV,0,2,E,3,-2,40,14,Curacao,CUW,1,0,29,7,18,3,14,15,4,1.7,0.59,5,32
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,58,At&t Stadium,"Arlington, Texas",10,2026-06-26T00:00:00+01:00,49,98,Japan,Sweden,JPN,SWE,1,1,F,3,0,34,49,Japan,JPN,8,7,32,11,15,25,16,16,5,3.17,2.52,13,42
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,57,Geha Field At Arrowhead Stadium,"Kansas City, Missouri",16,2026-06-26T00:00:00+01:00,108,54,Tunisia,Netherlands,TUN,NED,1,3,F,3,-2,11,108,Turkiye,TUN,3,2,70,14,35,4,37,33,7,5.5,0.55,22,58
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,59,Sofi Stadium,"Inglewood, California",4,2026-06-26T03:00:00+01:00,109,111,Türkiye,USA,TUR,USA,3,2,D,3,1,45,109,Tunisia,TUR,2,2,18,6,8,11,6,12,4,1.12,1.78,9,36
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,60,Levi's Stadium,"Santa Clara, California",5,2026-06-26T03:00:00+01:00,58,3,Paraguay,Australia,PAR,AUS,0,0,D,3,0,32,58,Paraguay,PAR,3,3,35,8,18,9,17,18,4,1.99,1.51,10,27
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,62,Bmo Field,Toronto,3,2026-06-26T20:00:00+01:00,95,48,Senegal,Iraq,SEN,IRQ,5,0,I,3,5,14,95,Senegal,SEN,10,9,68,22,32,15,38,30,7,7.22,1.38,22,49
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,61,Gillette Stadium,"Foxborough, Massachusetts",7,2026-06-26T20:00:00+01:00,56,19,Norway,France,NOR,FRA,1,4,I,3,-3,16,56,Norway,NOR,13,10,65,30,25,20,52,13,13,9.93,1.31,29,49
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,63,Estadio Akron,Guadalajara,2,2026-06-27T01:00:00+01:00,110,97,Uruguay,Spain,URU,ESP,0,1,H,3,-1,20,110,Uruguay,URU,3,1,49,13,25,6,27,22,15,3.95,0.76,26,51
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,64,Nrg Stadium,"Houston, Texas",9,2026-06-27T01:00:00+01:00,8,89,Cabo Verde,Saudi Arabia,CPV,KSA,0,0,H,3,0,7,8,Canada,CPV,9,3,81,32,29,11,57,24,16,9.02,1,50,46
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,65,Bc Place,Vancouver,8,2026-06-27T04:00:00+01:00,55,5,New Zealand,Belgium,NZL,BEL,1,5,G,3,-4,37,55,New Zealand,NZL,4,3,31,15,8,13,19,12,6,2.48,1.62,10,42
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,66,Lumen Field,"Seattle, Washington",14,2026-06-27T04:00:00+01:00,17,47,Egypt,IR Iran,EGY,IRN,1,1,G,3,0,15,17,Egypt,EGY,8,8,67,19,30,12,42,25,10,5.75,1.39,26,46
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,67,Metlife Stadium,"East Rutherford, New Jersey",6,2026-06-27T22:00:00+01:00,57,18,Panama,England,PAN,ENG,0,2,L,3,-2,34,57,Panama,PAN,0,0,32,7,16,0,20,12,5,2.19,0,12,42
